Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Mexico,MEX,"Manufacturing, value added (constant 2010 US$)",NV.IND.MANF.KD,..,..,..,..,..,33900972938.4941,36415145075.4819,38558620932.6598,41615712357.924,44545809268.1912,47811395180.0184,49189356614.3928,53423896486.3162,58268577603.4769,61213218578.3108,63756833577.7141,66579446303.5005,68510348241.3712,75195208259.5017,82878465100.144,87698935670.8005,93353384187.7078,90794959073.7769,83677058401.5046,87872400245.7546,93215836357.5682,88315107381.8334,91001147794.0059,93912000423.7185,101325758042.306,108180932771.408,111893661865.966,116551674837.318,120750545743.847,124541627097.198,118044014534.287,129044852432.12,142590649180.588,152690626236.385,156829472241.02,165892304931.947,160723499871.673,159641884268.589,157465749714.312,163085006773.109,167538366493.518,175078357347.27,176755167716.849,174972408775.895,160355977389.359,174061798353.909,182055031868.088,189545203196.877,191672206980.157,199218779490.856,204910878582.182
Mexico,MEX,"Manufacturing, value added (constant LCU)",NV.IND.MANF.KN,..,..,..,..,..,392781424760.009,421910975579.97,446745587337.234,482165477138.492,516113990686.693,553949526836.372,569914781179.954,618976753740.881,675107908299.739,709224931418.821,738695611370.077,771398798089.572,793770498618.779,871222223883.604,960241514690.973,1016092162464.16,1081605395631.02,1051963123616.74,969494128628.671,1018101947346.13,1080011747189.34,1023231214284.16,1054352055033.19,1088077601649.19,1173974436690.98,1253399452072.12,1296415651818.2,1350384043072.26,1399032750000,1442956750000,1367674500000,1495131750000,1652075250000,1769095000000,1817048250000,1922051500000,1862165000000,1849633250000,1824420250000,1889525750000,1941123000000,2028482391000,2047910151000,2027254856000,1857906833000,2016704396000,2109315120000,2196097295000,2220741059000,2308176706000,2374126164000
Mexico,MEX,"Manufacturing, value added (current LCU)",NV.IND.MANF.CN,..,..,..,..,..,50917737.2898,57089303.4406,63604469.639,72250315.5502,81304227.4006,97857400,107917900,123084000,150038400,195784900,232077400,285245700,397476000,498011800,648799900,918774000,1244470000,1941463000,3518690000,6139667000,10300448000,18058755000,46052389000,91239887000,110228504000,140608471000,178728605000,208364591000,269148975000,291478925000,403859450000,589916550000,760343275000,925407650000,1086226850000,1249388975000,1246652925000,1276065625000,1327543025000,1514525050000,1559631300000,1832578647000,1905965387000,2027254856000,1928311751000,2199444884000,2393797853000,2703787234000,2713468464000,2881449200000,3102962413000
Mexico,MEX,"Manufacturing, value added (current US$)",NV.IND.MANF.CD,..,..,..,..,..,4073418922.48533,4567144207.19225,5088357495.29757,5780025157.88692,6504338095.12582,7828591883.3449,8633431871.35185,9846719853.27245,12003071821.1403,15662791766.6062,18566191723.3422,18522448152.3139,17587433064.7453,21842622438.7107,28456135485.0894,39946695574.5323,50794695205.9876,34423102196.6087,29298001906.6489,36589196702.9082,40095163484.1796,29517415099.7793,33414879690.8717,40138969267.659,44781030737.47,49992347340.5329,59213029331.1508,67325147247.6603,86387522652.1671,86361569690.3865,62912333935.3333,77626726665.8162,96021125229.2835,101292434594.746,113617301468.537,132132176004.494,133441750919.63,132152610485.874,123045980113.861,134195024809.499,143113122033.543,168138821840.135,174407989147.344,182148203096.22,142695212269.212,174061798353.909,192686150459.218,205306749231.178,212454467898.528,216772555952.605,195791498962.034
Mexico,MEX,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.6,..,..,..,..,..,..,..,..,..,12.2,..,..,..,..,..,..,..,..,..,..,..,..,..,19,..
Mexico,MEX,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,470000000,800000000,..,738000000,1197000000,1299000000,1010000000,1720000000,3030000000,3660000000,3910000000,5520000000,9050000000,15200000000,27080000000,41050000000,102760000000,138744000000,200865240000,130245850000,90693960000,106770460000,156595010000,91745800000,154043880000,125203830000,126258380000,103941150000,122532960000,171401990000,239127950000,348345130000,397724640000,234054920000,352045440000,454345220000,408689830000,525056680000,526015640000,480245320000,402253280000
Mexico,MEX,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90,87,87,87,86,85,82,82,83,82,77,69,61,57,54,54,51,50,50,53,45,42,42,41,39,38
Mexico,MEX,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63,..,61.9,55.6,..,63.3,51.5,43.2,42.3,38.2,..,..
Mexico,MEX,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,763760000,826000000,929920000,984720000,1053680000,1145360000,1198720000,1144880000,1253840000,1429600000,1402000000,1504160000,1694240000,2250170000,2957690000,2903840000,3417490000,4167440000,6005070000,8982020000,18031000000,23307000000,24055000000,25953000000,29101000000,26757000000,21804000000,27600000000,30691000000,35171000000,40711000000,42688000000,46196000000,51886000000,60882000000,79542000000,96000000000,110431000000,117460000000,136391000000,166367000000,158547000000,160682000000,165396000000,187980442000,214207000000,249960546000,271821215000,291264809000,229712337000,298305075000,349569049000,370769890000,380015051000,397128659000,380772023000
Mexico,MEX,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,764400000,825600000,930700000,971000000,1054400000,1141500000,1222700000,1142900000,1253000000,1429500000,1312700000,1396200000,1694900000,2261400000,2993020000,2916400000,3468900000,4170600000,5953600000,8983000000,15562200000,19380600000,21208900000,22312700000,24382800000,22105600000,16120757880.15,20536183000,20409567000,23047297000,27167442000,42709768000,46200572000,51761602000,60889730000,79548952000,96013318000,110439421000,117493758000,136391122642,166198797767,158779732550,161045979638,164766437576,187998559186,214232956653,249925142828,271875312196,291342595918,229703549727,298473145325,349433388564,370769890396,380015052237,397128658931,..
Mexico,MEX,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,19.2307692307692,17.9021317829457,18.4055012356291,15.3656024716787,14.6718512898331,12.9215943933421,15.5475586816063,14.5944527080235,17.5818036711891,15.830710038475,17.9401234097661,15.828677839851,2.90872617853561,8.99442823029981,5.98793192160427,9.78260869565217,6.28441292628787,3.90591281829954,3.92031711905402,3.4932650562173,3.0214237061598,0.856526629722506,1.80726015964996,2.57476683682387,3.67349114949883,2.42155833815866,2.74569689722355,1.44604769055671,1.96153597967071,1.5822115712745,2.87814362500525,1.62304323451254,1.12964835153989,0.974859703917201,0.873043779303998,1.18051083815661,1.89805335130695,1.33942118367317,0.987974186679772,0.914583107636857,1.035741131782,1.07004199006632,1.17410489491899,1.2700985217543,1.33448946888888,1.28652475933674,1.26122279468669,1.39802331675481,1.35420991344172,1.00555884867481,0.837157631142751,0.900113631649692,0.929015056028714,0.895302853655947,0.992651861140278,..
Mexico,MEX,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,0.0392464678178964,0.0242248062015504,0.0537230041903943,0.0102986611740474,0.161229135053111,1.90976784932107,0.261715874703525,0.139994750196868,0.0638467677573823,0.0419727177334732,0.0380894339910109,0.0931098696461825,0.236002124019116,0.203413814451225,0.190443097607099,0.339459607735564,0.121075845368849,0.225387234450679,0.302338081160978,0.378492708449293,0.0861060775468764,0.0913284418439058,0.119289543540683,0.169858421437119,0.181685450399462,0.119426751592357,0.0976580760512204,0.279000240697115,0.563618032660859,0.2887583737043,0.24666657979798,0.117895746940138,0.120147863104379,0.045893092721512,0.0546955948072031,0.0841946981275127,0.0822948333063544,0.0681640661625707,0.147555072670329,0.0603199976701897,0.0209647136249733,0.0275704331383823,0.0536852172245097,0.0905557832014045,0.0769293486217155,0.11997399513853,0.176533678847845,0.168058690327353,0.262459784704883,0.226143809104114,0.110168377674967,0.139115191881833,0.140370765933591,0.230239829409265,0.283680205309922,..
Mexico,MEX,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,76.9230769230769,77.0954457364341,76.9850650048351,79.5262615859938,81.2405159332322,80.6745510293474,78.3675472315368,79.2370286114271,76.8555466879489,78.6568730325289,76.5673802087301,77.1092966623693,87.2735854622692,81.2151764393738,83.2470214031313,78.3397339185297,82.8908299460924,85.0117489090299,86.4031846277882,89.7339418902371,90.7230340183265,88.3409182378254,89.3129770992366,89.6901764465977,89.6513115802943,91.4560111464968,90.6862287881094,91.0836449012945,90.4901804139206,91.7915276572346,91.4282765377764,94.8195644612258,94.7518788295522,95.3673729031802,95.5643078069159,94.6367728389432,94.4792658868429,95.1666035989088,95.8292592871189,96.4208918905864,96.3504802059378,96.0364405022422,95.3635311183899,95.0435268510111,95.0552300564162,94.4297914007094,94.0429486043163,92.9615627022417,91.9833299458299,92.3963706474027,92.0229318469926,90.7371190134363,90.3799678412655,90.4437581982011,91.3721597637321,..
Mexico,MEX,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.11787570260744,1.29943472098159,0.688019944377859,0.375526705826776,0.0460480141217344,0.135087072082138,0.355236300452988,0.175269294181465,0.147691449159506,0.152961071504684,0.212930308644048,0.220144460780631,0.197677745279424,0.198335062244025,0.278341676801118,0.515971592006095,0.692882311953494,0.605967259500591,0.650543801837822,0.804401116370901,0.846947672593377,0.829574282944966,1.12048213928732,1.53800000030204,1.88357305008777,1.76479908792254,1.94402262976485,1.70330975160755,..
Mexico,MEX,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,2.55102040816327,2.94331395348837,3.15891264639519,4.04737384140062,3.51858877086495,3.70565045992116,5.03803058804286,4.81231953801732,5.24341580207502,5.28856243441763,5.21825245676849,6.43890560091677,7.8234704112337,7.46440258247104,9.10451650840957,9.98491290632286,10.115598604745,9.53340046995636,6.75221714592851,4.66770566625849,5.3829150120163,8.76598247732268,7.70714181310676,6.852151465309,5.97224272848073,5.0846844238564,5.31319987652299,5.65987846913908,5.27942116557397,5.33773222951047,4.80878177636304,3.22888665656063,3.86317727841119,3.21293378825485,3.27297723277801,3.92550991746566,3.34426001192876,3.18625266968757,2.89906719980818,2.40767859915597,2.33367563912073,2.44114218342031,2.63988188438878,2.55127179044642,2.64178659746338,3.20596628329445,3.45953232322464,4.25943601773283,5.06587380691631,4.71936841632786,5.0943890045596,5.72409133803669,5.7792822033402,5.43009603370413,4.99832456122207,..
Mexico,MEX,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,0.0392464678178964,0.0242248062015504,0.0537230041903943,0.0102986611740474,0.113808801213961,1.89224704336399,0.212644148196614,0.113745734534955,0.0478850758180367,0.0419727177334732,0.0380894339910109,0.0787852743160006,0.271402442621984,0.145927301671531,0.210489739460478,0.236593059936909,0.0922482631381706,0.244569126744353,0.364485353399624,0.381832349994434,0.0610453534847258,0.0825567835877114,0.0848700309775613,0.168962070928216,0.197680332037338,0.10630790387956,0.0863548102484774,0.267128511661588,0.547983208070999,0.249404518022222,0.264132338996067,0.0987034160429062,0.0657610905769738,0.0431922489570551,0.0276696907672279,0.0533017707134596,0.0628256592486472,0.0343265110019003,0.0204402347910261,0.0279434806765523,0.0236414688480988,0.0351555447937426,0.0617508976154128,0.0804852608036944,0.0763079193910562,0.0831874669445283,0.0839059750560264,0.0906734002469044,0.171638527632514,0.170525208890125,0.0708381475223763,0.0940376268422375,0.0771252117302687,0.0800926140183996,0.104701427018452,..
Mexico,MEX,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,0.300889586603872,0.242248062015504,0.0322338025142366,0.0308959835221421,0.0853566009104704,0.026281208935611,0.23718001145007,0.68247440720973,0.0399042298483639,0,0.0609430943856174,0.0931098696461825,0.230102070918638,0.371451313345715,0.541259330041229,0.521190508846523,0.19891031739168,0.371649163189949,0.112536952432142,0.140264944895915,0.0391975427638766,0.294624521428645,0.0207460075722928,0.0309240925571535,0.0410125170201946,0.163307035321367,0.146117912657223,0.194690512837756,0.166941317275374,0.162166522173945,0.131848997781977,0.0987549265076785,0.0116751801254755,0.0230286535567427,0.0719251013266112,0.0367107287598207,0.0257349714755197,0.03644622512101,0.0248660018177306,0.0208591677001412,0.0393650242234126,0.104144966957875,0.211552670712936,0.30455756547418,0.243668658942634,0.269901229966479,0.284902396350747,0.394210936382244,0.540937292068191,0.514022005930374,0.350507493349477,0.527380918455786,0.903129612661807,1.05036506856856,0.688181436050639,..
Mexico,MEX,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,0.274725274725275,0.290697674418605,0.268615020951972,0.267765190525232,0.246585735963581,0.166447656592203,0.0981434530138219,0.0699973750984338,0.0877893056664006,0.0349772647778944,0.0609430943856174,0.0716229766509096,0.059000531004779,0.101706907225612,0.203807525509352,0.0617199286791935,0.0490068897921531,0.0815230422481178,0.238511152915883,0.0478681954803518,0.0501214481243012,0.0944243212284449,0.0400775146282928,0.0708116902033371,0.0311695129353479,0.250615228720324,0.0698784957905787,0.0951637409931534,0.140292050291905,0.1720505445823,0.0952353188055026,0.0750952334838251,0.0197313574386049,0.00280710013573382,0.00537529070994403,0.00387308685097448,0.0182495515882495,0.00955003195824433,0.00531943152248139,0.003294398427817,0.00298101073327002,0.0293674383065964,0.0101822343139889,0.0199806353067594,0.0084917246542328,0.0231904940193077,0.028218885943995,0.0174648718989861,0.0145931084557118,0.0164125160646434,0.0127591954574448,0.0128754313332481,0.0154365792591386,0.025810026582534,0.0206143173399691,..
Mexico,MEX,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,1.29513343799058,2.05910852713178,1.45052111314065,1.06076210092688,0.569044006069803,2.6982041173894,1.0468634988141,1.35619914253216,0.319233838786911,0.223854494578524,0.274243924735278,0.623119896862914,1.99421794796153,2.32599274785531,1.66053016685488,1.89274447949527,0.709158522874687,1.54893780271424,2.92428110722924,2.1050873872871,0.872627263497449,2.03657265512936,1.17262092800664,0.882905251269456,0.702954541726135,1.03774609148813,1.25487443814408,1.81042893900975,2.26886244083473,1.28852854198043,0.884798060855343,0.328505647701013,0.255295540496771,0.444833604647708,0.289671181002116,0.25720640543448,0.278420749921381,0.307722547730488,0.283699326393152,0.256846402620726,0.280103023159433,0.452375324271196,0.822482102302327,1.13510283678818,0.968493877231581,1.07771755665945,1.23629627777243,1.38097796327063,1.59658633381203,1.87870208759458,2.04552151730503,2.63867601687732,2.91173489936562,3.2308429144388,2.63686381390557,..
Mexico,MEX,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS,2.55102040816327,2.94331395348837,3.15891264639519,4.04737384140062,3.51858877086495,3.70565045992116,5.03803058804286,4.81231953801732,5.24341580207502,5.28856243441763,5.21825245676849,6.43890560091677,7.8234704112337,7.46440258247104,9.10451650840957,9.98491290632286,10.115598604745,9.53340046995636,6.75221714592851,4.66770566625849,5.3829150120163,8.76598247732268,7.70714181310676,6.852151465309,5.97224272848073,5.0846844238564,5.31319987652299,5.65987846913908,5.27942116557397,5.33773222951047,4.80878177636304,3.22888665656063,3.86317727841119,3.21293378825485,3.27297723277801,3.92550991746566,3.34426001192876,3.18625266968757,2.89906719980818,2.40767859915597,2.33367563912073,2.44114218342031,2.63988188438878,2.55127179044642,2.64178659746338,3.20596628329445,3.45953232322464,4.25943601773283,5.06587380691631,4.71936841632786,5.0943890045596,5.72409133803669,5.7792822033402,5.43009603370413,4.99832456122207,..
Mexico,MEX,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1186480000,1138640000,1143040000,1239680000,1492960000,1559760000,1605200000,1748240000,1960160000,2080400000,2460800000,2407200000,2718470000,3813540000,6056570000,6580160000,6028220000,5488980000,8108680000,12085700000,22144000000,28462000000,17742000000,12476000000,16691000000,19116000000,17573000000,19697000000,29402000000,36400000000,43548000000,51724660000,64213250000,67547442000,81985701000,74427467000,91978866000,113120500000,129072258000,146083964000,179464223000,173039434000,173086789000,175038844000,202259752000,228240226000,263476034000,290246038000,318303730000,241515029000,310205064000,361067849000,380477174000,390965411000,411581243000,405280493000
Mexico,MEX,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,1183100000,1136200000,1139000000,1234700000,1486500000,1553000000,1604100000,1748000000,1959100000,2076800000,2329800000,2252200000,2719500000,3811700000,6057200000,6581400000,6035700000,5485900000,7559900000,12085900000,19455900000,24127700000,15071700000,9020000000,11360300000,14788400000,12659040978.78,14033816500,21520139300,25076865000,33021553400,54857379500,68343301400,71903965100,87283805400,79699690400,98419092200,120789005700,137709160600,156172238378.2,194748712374.7,185236078731,185546774776,187600426407.9,216490616698.4,244001477948.8,281664187138.4,310143951950.8,339463575029.7,257823468240.8,331629999153.2,385927165109.2,407827000000,419331000000,439975000000,..
Mexico,MEX,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,0.946665539683881,1.00334448160535,0.974539069359087,0.882805539807241,1.47325933400605,1.19124275595621,1.17823078361698,1.36155606407323,1.25057424327497,1.72862095531588,1.68684007210919,2.26445253529882,2.35337378194521,2.57103129837081,1.85399194347223,2.11960980946303,2.83645641764833,1.51479246796332,1.50398814799138,2.07845505920122,7.98061256482608,5.65656900574858,5.39288865887723,11.5831485587583,8.89325105851078,4.33244975791837,3.29981585185972,2.3894704622937,1.77120833042191,4.57804593995302,2.34172054425518,1.72916389489585,1.58756261078134,0.897451064211211,1.02376322377897,0.79522441909009,0.818056824141282,0.894097267993324,0.761975307545372,0.857057481534328,2.1075207310758,1.12328136735265,1.11001872411226,1.24922268620243,1.39188131044863,1.43278494720166,1.43235625557806,1.39933227361098,1.49306206289042,1.33456082953875,1.42443262444957,1.57015868563837,1.58423332238914,1.61696558506287,1.73075916604352,..
Mexico,MEX,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,0.025357112670104,0.0352050695300123,0.0175592625109745,0.016198266785454,0.0067272115708039,0,0,0,0,0,0.00429221392394197,0.084361957197407,0.110314396028682,0.175774588766167,0.666974839860001,0.221837299054912,0.115976605861789,0.0164056945988808,0.276458683315917,0.18947699385234,0.0200453332922147,0.098641810035768,0.25279165588487,0.11529933481153,0.228867195408572,0.156879716534581,0.18555634241334,0.217878721729046,0.195274293600878,0.142684502229445,0.114258707163062,0.0563962410927777,0.0608672673807941,0.0766377764054628,0.0811819554329376,0.0883440069172464,0.178126312772472,0.183456266334677,0.238432504104596,0.236268294372802,0.278159499949728,0.271294145526467,0.220494519774816,0.199838358194805,0.224510035729226,0.298315529159515,0.238382053295998,0.411185451555187,0.462569752546386,0.25347736765748,0.263826189528716,0.36977666860953,0.263781685224372,0.200062365625246,0.165833445854878,..
Mexico,MEX,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,97.9122643901614,97.9317021651118,97.8928884986831,97.1734024459383,97.1409350824083,96.9864777849324,96.5151798516302,96.779176201373,96.7638201214844,95.9264252696456,95.9953644089621,94.8894414350413,94.6497517926089,93.5960332659968,94.6823614871558,94.104597805938,93.0182083271203,94.6244007364334,94.784322543949,93.5097924027172,86.8343278902544,89.3209879101614,89.656773953834,84.5620842572062,87.4387120058449,92.4312298828812,93.4287086860337,93.7205513553637,93.7274541712655,90.7933579416725,93.3894542344577,95.0507761676804,94.8228861826684,94.717565026188,94.6004251551571,95.6630958255266,95.3614085458919,94.6716787155406,94.410658327693,94.412564700092,92.1840512960036,91.6830976246412,89.7262630110315,86.8253849618333,83.9053707028599,82.7711019186854,81.4116845618809,80.7354077873238,80.2768777977306,77.5278640283486,75.7830899512502,75.9971906094278,75.826049826348,74.6705383388302,73.7203907145179,..
Mexico,MEX,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,0.00845237089003465,0.0176025347650062,0.0702370500438982,0.210577468210901,0.0269088462832156,0.0128783000643915,0.336637366747709,0.280320366132723,0.219488540656424,0.317796610169492,0.0257532835436518,0.0577213391350679,0.139731568302997,0.682110344465724,0.698342468467279,0.199045795727353,0.241894063654589,0.282542518091835,0.435190941679123,0.49148180938118,0.500619349400439,0.621692080057361,0.627002926013655,0.57649667405765,0.484142144133518,0.641042979632685,0.678763606789279,0.860721671827475,1.13917757028645,1.08220545111999,1.08902538788499,0.367067843625305,0.641606698853445,1.43707151415493,1.61286517418499,1.86574250481656,2.15331736213677,2.67828663813564,2.97743242507282,2.8345792179655,3.27825177273388,4.70544993432822,6.25950713830585,8.43213971470689,10.4103476604243,11.2204070841919,12.7867053241679,13.7276858693198,14.1775615318932,17.2669442077403,18.6941457905503,18.188692114829,18.3565093713756,19.3499426462627,20.1145687791352,..
Mexico,MEX,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,0.879046572563604,0.792114064425277,0.842844600526778,1.08528387462542,1.11671712075345,1.61622665808113,1.69565488435883,1.36155606407323,1.52110663059568,1.74306625577812,2.01734054425273,2.41541603765207,2.47839676411105,2.23259962746281,1.99762266393713,2.52225970158325,3.04190069088921,3.22463041615779,2.65611978994431,3.36342349349242,4.36679876027323,3.97965823514052,3.79253833343286,2.93680709534368,2.67862644472417,2.10164723702361,1.91081379956724,2.37412324722929,2.73554223694082,2.87564892980044,2.57304945563221,2.57623643870922,2.6512469589302,2.58766313848247,2.3264414179632,1.31563961508187,1.31833678912962,1.32426828975876,1.33277502528034,1.39689963892105,1.60799142341689,1.88123164605558,2.27491771338834,2.83804360216305,3.42920926237764,3.66441372419727,3.33293714780545,3.10148815361259,2.91149113180561,2.84189092199191,2.91162262565378,2.95166409692274,2.92076631321614,3.00542799714307,2.84716918629468,..
Mexico,MEX,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,0.025357112670104,0.0352050695300123,0.0175592625109745,0.016198266785454,0.0067272115708039,0,0,0,0,0.0048151001540832,0.00429221392394197,0.0799218541870171,0.106637249494392,0.144292572867749,0.543155253252328,0.317561613030662,0.0513610683102209,0.018228549554312,0.283072527414384,0.184512531131318,0.0241571965316434,0.105687653609751,0.195731072141829,0.119733924611973,0.179572722551341,0.162289361932325,0.193507495861355,0.218709571982789,0.197088872933086,0.173670831660975,0.141577530995256,0.0912004919957943,0.0907512495438214,0.104198982484208,0.103295679635893,0.089893950202848,0.105816460680583,0.139815622308745,0.185677553247681,0.182847577306583,0.158287618049508,0.154526572771861,0.112509564368349,0.101142407686985,0.0951007684489272,0.138618035736231,0.12195169602134,0.217372874647237,0.279148611663886,0.0956963118925866,0.122263803225079,0.148663577242006,0.118206451191314,0.0833957739828441,0.0711725418944258,..
Mexico,MEX,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,0.169047417800693,0.176025347650062,0.166812993854258,0.153883534461813,0.208543558694921,0.167417900837089,0.218190885854997,0.183066361556064,0.19907100199071,0.207049306625578,0.163104129109795,0.173164017405204,0.150763007905865,0.0918225463703859,0.0775936076074754,0.130671285744674,0.0811836241032523,0.109371297325872,0.0965621238376169,0.15555316525869,0.164474529577146,0.153765174467521,0.218289907575124,0.0809312638580931,0.0897863612756705,0.121040815774526,0.252656006726999,0.118411837578181,0.134667343905158,0.122282829213301,0.177470754601145,0.129848710691695,0.155753377170041,0.194966160496203,0.243190473911212,0.217404734109231,0.176414043371963,0.233242171642448,0.244259640051862,0.213081214149039,0.540811200730088,0.28901822024502,0.34242544111426,0.402969053469148,0.520656820923699,0.51302866413894,0.511945859233949,0.496022035807438,0.515829557809494,0.5726412971534,0.674372353017093,0.770041530338792,0.881092818915864,0.839236508748459,1.01566480415933,..
Mexico,MEX,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,0.0591665962302426,0.0440063369125154,0.0351185250219491,0.477848870170892,0.0269088462832156,0.025756600128783,0.0374041518608566,0.034324942791762,0.0459394619978562,0.0722265023112481,0.107305348098549,0.119882781280526,0.12134583563155,0.679486843140856,0.0825463910717823,0.519646275868356,0.467220040757493,0.0692684883063855,0.0992076614770037,0.184512531131318,0.111534290369502,0.115220265503964,0.0849273804547596,0.0931263858093126,0.177812205663583,0.162289361932325,0.10187338219157,0.280364931378431,0.226454389168382,0.178035412321277,0.231778617658853,0.0190052825983057,0.0101560794661875,0.00622024111435268,0.00472722285776967,0.00252297090479037,0.00311159139100452,0.0025508116257306,0.00391564364818298,0.00335698114750965,0.0174991851214043,0.0182270723021679,0.00913218029278929,0.0219490586926864,0.00906833321434439,0.00967180637526793,0.0589029816270104,0.10192379680844,0.153691074205636,0.159978627979192,0.147669242484233,0.107417036886403,0.0572061601855689,0.14304673749377,0.168115541019376,..
